username,name,followers_count,final_location,count,x_id,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
Vidyut,Vidyut,41226,India,2,15199808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
karaokecomputer,Victims of Capitalism Memorial Foundation,40304,United States,4,47799986,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
jose04152,José 🇻🇪 💬,40212,South America,4,1429271115394920000,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Nazmadiny_4988,خانم نظم الدینی🎒,39822,Iran,1,1340502316382900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rawanenasser,rawane,39497,Lebanon,3,1638642535,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
A7_Mirza,IWN,39449,West Asia,4,2848841210,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
barbaraslavin1,Barbara Slavin,39335,United States,2,49702592,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nationaljuche,🔻 🇰🇵National Juche 🟩☫🟥 🪂🇵🇸🇾🇪🇱🇧🇨🇳,39054,Web VPN Hong Kong,1,1721906636280000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IraninHyderabad,Iran In Hyderabad,38998,,3,1059770033897860000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
IranEmbassyLB,السفارة الإيرانية- لبنان,38763,Lebanon,1,1043417748964030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SammerAbbas,Syed Sammer Abbas (سید ثمر عباس),38623,Pakistan,1,72059802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fateme07005731,آلاله✍️ ☫🏴,38560,Iran,3,1247454111349350000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
BPSPro,BPS 🌐 Pro,38511,United States,6,43444862,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
Aly_jezzini,Ali Jezzini,38495,Lebanon,3,162328871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
JonesHowDareYou,Jenny Difficult-Frecklington-Jones 🇵🇸🍉🇮🇷,38494,Australia,1,198296897,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B_O_B_B_Y,BOBBY,38069,United States,5,21434432,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
vefaghemelli,وفاق ملی 🎒,37702,Iran,6,1527749620159370000,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
DarnelSugarfoo,Rosie's Ballroom Psyop,37220,United States,2,936238338356404000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MahdiFinizadeh,سرباز,36949,VPN - Iran,1,1100935095999960000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xagreat,Duke Of Nigeria.,36784,Africa,1,522681410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
validsource20,منبع موثق,36748,VPN - Iran,2,1512887380184860000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
AjAqrabawi,Afif Aqrabawi,36564,West Asia,2,1198403645504540000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Armaiss,آرما,36448,West Asia,10,890527765748961000,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
dina_sulaeman,Dina Sulaeman,36104,Indonesia,1,1490536743137090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GeorgeCharamba2,George Charamba,35956,United Kingdom,1,1498796523446060000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MehdiKharratya,Mahdi Kharratiyan,35681,Iran,2,86962865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MaloneySuzanne,Suzanne Maloney,35616,United States,1,480678403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lambahamra,علّي 🚨 🏴🏴|,35458,Lebanon,1,830148894822658000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2B7C89526,2B7C89526 ⚡️🏴,35072,North America,6,895975071746974000,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
TovarichDelSur,Tadeo Casteglione,34963,Argentina,2,1410668860479520000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
xysist,Cerebral Assassin,34913,Kenya,1,1261246086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dropz11,Dropz MuZik *,34797,United States,1,129910332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmadnaderi_ir,احمد نادری,34599,Iran,2,1228699303306290000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
zburki,Zebunnisa Burki,33945,Pakistan,1,20039147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
franktianxie,"Frank Tian Xie (謝田), Ph.D.",33746,United States,1,35895270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
salahbabgi,صلاح بن عمر بابقي,33516,Turkey,1,234614627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Admfdlwzer,عبدالله مفضل الوزير | Admfdlwzer,32977,Yemen,1,1702689871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JJKALE2,Solo Monk,32623,Australia,1,1054893957652430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SKhatibzadeh,Saeed Khatibzadeh | سعید خطیب,32426,Iran,2,3131334417,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17jordani,17jordani,32250,Spain,4,353903008,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
onthishillwedie,On This Hill We Die 🔥,32200,United Kingdom,1,1330266621810780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chronicalihere,حيدر | Haydar,32119,Canada,1,590469590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
prolter995,سید علی موسوی,31964,West Asia,1,1319265798574270000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raziakkhan,Razia Khan,31847,United Kingdom,7,474359398,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
FrontierArt1,Frontier Art,31706,United States,5,1175570374542550000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Whois_ImamMahdi,Who is Imam Mahdi,31688,Iran,1,1213851491477280000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MizanNewsAgency,خبرگزاری میزان,31595,Iran,2,762215055995859000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NadaAndersen,Nada Andersen,31556,Uganda,1,54001655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SyedRezaMehdi,Syed Raza Mehdi,31522,Pakistan,1,378541306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ensiehmosavi,انسیه موسوی,31375,West Asia,1,1434457217974120000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38divan,Ali Cevahir,31282,Turkey,2,743089127273464000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
eleconomics,ELE,31219,Japan,1,957588969562108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NicoleGrajewski,Nicole Grajewski,31189,United States,1,2677769250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dana916,dana,31170,United States,9,287424432,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1
FaiziWithKhan,Faizan Shaikh,31147,South Asia,2,1434741161541920000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GhrftM95810,Fan | Hassan Ahmadian | حسن أحمديان,30981,West Asia,1,2032981419585320000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Meer_PPP_,Meer_PPP,30907,Pakistan,9,1247980466747010000,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0
AuctionMirza570,MIRZA BEY™,30729,United States,1,1489815480441490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IiZeina,✝️ Zeina Karam✝️ #يا_لثارات_نصرالله 🙏,30704,Lebanon,1,1602023425123440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ObaiCJ,أُبي 🇵🇸,30661,West Asia,1,211855105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inkosana_,Inkosana ka baba,30592,Mozambique,1,1201877856625800000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hubofintel,IntelHub,30551,South Asia,1,1484964638618190000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ameen_media,AMEEN A. Y.,30108,United States,3,15622605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
DavidLe76335983,David Lee,30071,United States,1,947653420260901000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_haye_,Haye Targaryen,30028,Indonesia,7,753553855,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
kochar_ir,کــوچـَــر (קוצ'ר)🎒,29820,Iran,2,1342397346836070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Morteza_Avini,Morteza,29702,United Kingdom,1,1380611395180450000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CoteAndre2,Cote Andre,29394,Canada,2,1044670685883380000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
KLovesNature,Karen,29353,Canada,3,119605179,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
talaye73877,🇱🇧🇵🇸🇮🇶🇾🇪مرمر طلایی🟩☫🟥,29337,Iran,5,1269736466831350000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
bonzerbarry,barry with the NED,29048,United States,1,1312893412031560000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnhussainpres,John Hussain,28954,VPN - Iran,6,1935810962566580000,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
DmodosCutter,Daniella Modos - Cutter -SEN,28877,United Kingdom,3,1243679597729910000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ScottishCommie,Joe☭🔻,28854,Europe,1,1293316998429050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
vjeannek,VK,28845,United States,1,312848382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imambakirukus,İmambakır Üküş,28704,Turkey,2,302012522,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
firasmodad,Firas Modad,28686,United Kingdom,1,1600059128986170000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
farbodebrahimi5,فربُد ابراهیمی,28674,VPN - Iran,8,1141636917320200000,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0
SagalAshour,Sagal Ashour 🇸🇴 🌺,28602,Europe,1,992894084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DickTugging,Tony Stonk ™,28549,United Kingdom,1,1234220435753070000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ANDREW_FDWT,A股证券交易员,28521,China,2,101456274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Agyptensohn,Ich bin kaputt,28501,Egypt,1,1567991288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MainlandAfrica,Agent Nala,28405,Web VPN South Africa,1,1555176707287650000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alCamel77,camel IR(ape)GC Sardar,28273,Europe,2,1495008357756950000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
zainaconda,Zainab Qayoom~ZQ🇵🇰,28206,Pakistan,12,509176871,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
Piyusaja2,Mas P1yu🍉🇮🇩,27992,Indonesia,1,1610273431454630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ruhollahnejabat,روح,27944,Iran,1,1205087602321380000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bahar__Saadatt,بهار سعادت,27882,Iran,1,1397429665401350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VigilantesV,Vigilantes Veracruz,27781,Mexico,2,893977932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
mosbatboy,ebrahim,27610,Iran,1,68650887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shaabiranks,dylan saba,27449,United States,2,1238525394418100000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SomalisVoices,VoiceOfSomalia,26930,Europe,2,309659027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
DonTarantino_,بَحر 🇵🇸,26858,Sudan,1,2189957188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yamahdy_ma,م.صبری 🟩 ☫ 🟥,26809,Iran,1,1215617272427040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TheMarketDog,The Market Dog,26756,Netherlands,3,1295542454867750000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Rezhasan,Rezaul Hasan Laskar,26676,India,1,113415132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fahadq801,فـــهــ ـد,26657,North America,2,1288205596324500000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
korkmaanlat,Korkma Anlat 🇳🇱 🧡 🇹🇷,26498,Netherlands,1,585765106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moslehi_m_m,محمدمهدی,26440,West Asia,10,1246421846817470000,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1
sehsanhosseini,سید احسان حسینی | Ehsan Hosseini,26290,Iran,1,911124019847549000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAlwishe,جمهورية عليه العوض,26237,North Africa,1,4486485741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RameshPV2010,Dr PV Ramesh,26194,South Asia,1,161055868,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AmiinMosavii94,Amin Mosavi 2,26135,VPN - Iran,3,1150351271737600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
IRANinMAZAR,Consulate General of I.R.Iran in Mazar-e-Sharif,26089,,1,1068732830031770000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ya_Fatemeh_113,غزال نیک پور,26008,Iran,9,1286766002764740000,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1
karimshami1,karim alshami,25986,Yemen,4,3137891515,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
spedroza_12,Susana Thalía Pedroza de la 🗝,25830,Mexico,1,134013272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santosbyamu,SaNTOS,25799,United States,1,1422910591589550000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A_moshlab,m.ir,25631,West Asia,1,1289898615733970000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IranmissionEU,IranMissionEU,25451,,1,1026210338281320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OPVoters,Citizen Action,25436,Australia,2,970818623555092000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Narjes_Rahmati,Narjes Rahmati 🟩☫🟥 نرجس رحمتی,25420,United States,16,1805333100735740000,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
SIDRAIM42094220,SIDRA IMRAN,25352,United Arab Emirates,2,1620487100142330000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yilmaz_mesut,Mesut yılmaz,25346,Turkey,5,73604923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
SpanishDan1,Spanish Dan,25284,Spain,7,952885954657816000,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
_cl59_P,Hussein Nasser🇾🇪🇵🇸,25089,West Asia,2,774300527249203000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hhundubey,Amb. Hassan Hundubey Jimale,25085,Kenya,1,1176796897299900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nikhil_palsingh,Nikhil Pal Singh,25064,United States,1,395283583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DwrFamyl,z.shabani 🎒تیچِرتون,24976,Iran,1,1478366187230790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crussian17,TrumpGrift Capital🇺🇦,24894,United States,1,563035061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AmirT_HK,امیرطاهر حسین خان,24772,Iran,2,1530913813050150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FatemeMohebbi,فاطمه محبی ,24716,West Asia,8,890845848933986000,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
Shinamuller,Blunt,24513,Germany,1,426716104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OsamaYe21,أسامة الجنداري Osama AL-Gendary,24513,Yemen,1,4194123741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MazenMahdi,Mazen Mahdi ⭕️ 🔻,24280,Bahrain,1,38265398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mali2335,BİRLİKTE TÜRKİYEYİZ,24137,Turkey,1,1225856863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
frknasir,Faruk Nasir,24036,Africa,2,1512870561428480000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MerciKhodaya,💎Star💎,23896,Iran,4,1242034041618040000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
FrameTheGlobe,FrameTheGlobe,23798,United States,1,1589077434439290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
political_aya__,aya,23735,Lebanon,1,1657754323441320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Doovare_Loor,دُووَرِ لُر🎒,23674,West Asia,4,1318817909708370000,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
edwardblk,Edward Black,23657,Maldives,3,585367673,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
manaamini1369,دخت نوبهار🟢☫🔴,23589,West Asia,2,1332349625446110000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
justinpodur,The Anti-Genocide Project,23426,Canada,5,89487180,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
moetkacik,moe tkacik,23404,United States,1,25003152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EbrahimRezaei14,ابراهیم رضایی,23312,Iran,1,997394518826803000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Karanimutonga,Karani Mutonga,23184,Kenya,1,35768011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NimaTavRood,Nima Tavallaey Roodsari,23171,Sweden,3,707993807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
mhcz128,محمدحسین چاوشی🎒,23034,Iran,16,893224400006283000,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
UrOrientalist,Heshmat Alavi's Trenchcoat,22910,Canada,2,965447030456844000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
fa_abv,Fatemeh Abv 🟩 ☫ 🟥,22854,VPN - Iran,1,1080737115753850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
yazdanparast313,رضا یزدان پرست,22769,VPN - Iran,3,918806712995348000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
_NOMICS,#DISUNOMICS,22716,United Kingdom,2,1032556359739430000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Gaamuk,Jehangir Ali,22536,India,1,38649374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IzkMohbi,اسحٰاق محبی🎒,22535,Iran,4,1315509299272190000,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
decolonize_this,DecolonizeThisPlace,22437,United States,9,770310096228417000,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
7sardar7,سردار ☫,22377,Iran,1,1338808871226400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rmslim,Randa Slim,22340,North America,1,255689417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bahaa_Karbala,Bahaa 🇮🇶,22320,Iraq,2,3196361694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BlackQueenLara,JC Girl Lara BlackQueen🦅❤️Iran WorldCup Khamenei,22263,Web VPN France,2,33408119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
staffofmoses2,عصای موسی,22205,West Asia,1,1593677521924520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bry_ant6,@Bry_ant6©️ ~ (A Proud 𒀭Sumerian 𒀀),22171,Uganda,6,743787041016680000,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
CeciliaRamirezH,Cecilia Ramírez Harris,22018,United States,6,22881724,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
akishojaee13,اکرم شجاعی,21948,VPN - Iran,1,1307650939797540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
saif_SH45,Saif_CH,21634,North America,14,1239307616398050000,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1
radiodaljir,Daljir Media,21585,United States,4,146981164,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
JairoAHenadg,"PACTO HISTORICO, Cambio por la Vida",21378,Colombia,10,1422049015588340000,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0
PaulSorrentino3,#gaybaristapaul,21348,United States,2,1345940180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IraninSpain,Embajada de Irán en España,21322,,5,1028954728791780000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
Ufaq_RM,Ayesha Ufaq,21137,Pakistan,1,1351436909789270000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TamanishaJohn,Tamanisha J John,21094,Canada,3,1932163650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sardare_delhaa,Ali.saremi9,21007,VPN - Iran,1,1414084440117200000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kadijah214,خديجة أحمد,20916,Iraq,1,1211279308406190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sarrafteh,🇮🇷👑ژوبین👑🇮🇷,20900,VPN - Iran,1,815294237709308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tajudine2013gm2,Teejay 2🌽🌽🌽,20862,Nigeria,17,1497128047513900000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
M7A7G7X,MAG Chaosu - kolejny Wielki Reset konta ;-),20815,Poland,2,1532114447220850000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
DoodlesTrks,Doodles 🇺🇸 🐕,20651,United States,2,1081311465557000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
professor_Hasan,Hasan Shabbir,20580,Austria,1,1325366799588800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hiep2016,Duong Van Hiep,20570,Viet Nam,1,3267989144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olang_Moses,MACHIAVELLIAN,20520,Kenya,3,4083458907,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
WardaJaafar,warda jaafar 🌹,20513,Lebanon,1,1241493030701530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TaniaSaidWhat,TaniaSaidWhat,20466,United States,3,298110297,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
olivenews,olivenews,20293,Web VPN Japan,2,110997322,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enfree1993,Enrico60🇮🇹🇨🇳🇷🇺🇵🇸🇮🇷,20175,Italy,1,1015683182060950000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GrantSmithEllis,Grant Smith Ellis,20151,United States,9,1358052752623080000,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1
EngineerNGR,Wunderkind,20134,Nigeria,1,321765973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xahidcreator,Zahid Rameez,20112,Malaysia,4,140048790,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
mcm_ct,mcm-ct.com,20075,United States,3,3162911248,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IsuphJt,Isuph JT,20051,Africa,11,1652502956,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
TodoChiapas,Todo Chiapas,20048,Mexico,2,86410634,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
itsalireza_akb,Alireza Akbari,19993,Iran,4,1673958820211580000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
fatima_nssr,فاطِمة نصَّار,19933,Lebanon,1,1277345724808800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
